domain,label
66.29.146.152,0.5
199.96.63.75,0.5
210.32.15.177,0.5
47.89.36.109,0.5
218.57.134.76,0.5
45.253.144.31,0.5
52.98.214.2,0.5
52.98.207.210,0.5
52.97.223.82,0.5
52.98.212.226,0.5
52.97.137.194,0.5
52.98.213.18,0.5
52.97.151.66,0.5
52.98.223.162,0.5
188.40.132.95,0.5
212.1.210.109,0.5
40.119.214.250,0.5
223.119.213.180,0.5
103.219.36.12,0.5
103.213.96.61,0.5
108.167.172.151,0.5
192.99.207.151,0.5
162.254.149.166,0.5
192.129.25.101,0.5
87.120.9.204,0.5
62.171.189.234,0.5
202.118.76.129,0.5
109.234.161.71,0.5
135.181.140.122,0.5
77.95.248.78,0.5
199.79.63.203,0.5
131.153.147.162,0.5
170.249.254.43,0.5
104.21.44.219,0.5
172.67.204.31,0.5
217.144.104.53,0.5
45.121.144.58,0.5
192.185.209.154,0.5
208.113.196.91,0.5
69.27.38.85,0.5
202.114.224.51,0.5
3.218.148.89,0.5
3.94.142.143,0.5
179.61.189.58,0.5
223.252.215.4,0.5
162.33.177.34,0.5
8.212.5.145,0.5
52.216.251.112,0.5
52.217.135.234,0.5
54.231.226.130,0.5
54.231.234.98,0.5
52.217.233.58,0.5
52.217.102.0,0.5
54.231.195.66,0.5
52.217.194.26,0.5
35.164.215.98,0.5
66.235.200.146,0.5
139.215.227.7,0.5
59.82.121.73,0.5
216.246.46.21,0.5
43.249.39.223,0.5
104.18.9.137,0.5
104.18.8.137,0.5
65.0.198.111,0.5
79.124.78.33,0.5
52.98.58.50,0.5
40.99.31.130,0.5
52.98.123.242,0.5
40.99.111.18,0.5
40.99.31.162,0.5
108.179.232.59,0.5
13.224.146.56,0.5
13.224.146.130,0.5
13.224.146.219,0.5
13.224.146.22,0.5
40.99.58.18,0.5
52.98.68.2,0.5
40.99.32.18,0.5
199.188.205.15,0.5
42.99.34.129,0.5
42.99.34.130,0.5
116.7.234.143,0.5
41.185.8.225,0.5
200.35.157.219,0.5
40.99.150.2,0.5
52.98.242.242,0.5
52.98.152.162,0.5
104.18.197.95,0.5
104.18.124.73,0.5
5.230.92.203,0.5
223.119.242.50,0.5
108.60.152.234,0.5
40.97.204.18,0.5
52.96.113.162,0.5
54.192.16.101,0.5
54.192.16.145,0.5
54.192.16.76,0.5
192.185.78.170,0.5
104.21.35.250,0.5
172.67.181.196,0.5
45.253.170.223,0.5
139.162.237.168,0.5
119.18.54.130,0.5
106.10.242.139,0.5
103.131.51.28,0.5
68.178.145.1,0.5
188.40.59.244,0.5
188.241.222.8,0.5
154.85.102.30,0.5
61.185.238.230,0.5
157.240.8.41,0.5
43.255.154.31,0.5
138.197.240.19,0.5
87.236.16.214,0.5
94.199.200.195,0.5
223.119.202.169,0.5
195.178.106.125,0.5
121.199.204.231,0.5
40.99.164.66,0.5
52.96.215.34,0.5
40.99.164.114,0.5
40.99.226.194,0.5
81.70.60.19,0.5
81.70.60.226,0.5
52.86.6.113,0.5
3.94.41.167,0.5
129.170.136.154,0.5
223.119.136.212,0.5
139.159.110.148,0.5
103.228.162.58,0.5
47.96.234.219,0.5
116.196.114.88,0.5
103.247.8.148,0.5
162.214.94.198,0.5
35.157.20.88,0.5
191.101.228.132,0.5
118.180.24.107,0.5
119.39.205.68,0.5
42.202.155.151,0.5
104.21.235.69,0.5
104.21.235.70,0.5
222.31.2.241,0.5
54.192.18.110,0.5
52.97.190.2,0.5
52.98.239.162,0.5
52.98.240.34,0.5
176.223.122.122,0.5
109.70.148.61,0.5
103.150.214.135,0.5
198.59.144.120,0.5
198.44.185.131,0.5
162.0.235.51,0.5
182.61.200.214,0.5
182.61.200.81,0.5
185.237.145.5,0.5
140.249.154.3,0.5
40.99.172.178,0.5
52.96.85.34,0.5
52.96.85.50,0.5
192.29.202.200,0.5
115.148.39.109,0.5
104.21.68.191,0.5
172.67.198.9,0.5
10.10.10.10,0.5
212.7.207.87,0.5
152.195.221.42,0.5
123.58.180.101,0.5
123.58.180.39,0.5
23.229.193.164,0.5
192.185.158.163,0.5
192.254.231.251,0.5
120.55.163.188,0.5
47.104.177.36,0.5
47.108.232.182,0.5
47.113.218.252,0.5
39.107.37.123,0.5
139.220.243.139,0.5
8.130.100.90,0.5
39.104.168.123,0.5
139.220.243.134,0.5
47.93.122.134,0.5
112.74.99.153,0.5
118.31.56.50,0.5
139.224.75.108,0.5
115.231.37.21,0.5
49.7.81.104,0.5
143.95.75.217,0.5
45.56.79.157,0.5
157.240.17.41,0.5
89.42.31.13,0.5
37.48.80.198,0.5
157.240.10.41,0.5
192.185.56.74,0.5
152.136.248.85,0.5
104.21.10.148,0.5
172.67.163.154,0.5
148.72.207.203,0.5
208.122.221.162,0.5
192.124.249.128,0.5
148.72.155.31,0.5
46.82.174.69,0.5
45.138.44.231,0.5
106.14.207.159,0.5
42.186.125.46,0.5
42.186.82.32,0.5
186.209.113.130,0.5
166.62.28.125,0.5
52.219.132.84,0.5
52.219.129.28,0.5
52.219.36.20,0.5
52.219.124.124,0.5
52.219.40.168,0.5
52.219.36.252,0.5
52.219.129.81,0.5
52.219.132.252,0.5
117.187.129.251,0.5
23.203.135.34,0.5
23.203.135.9,0.5
87.98.129.23,0.5
213.158.94.184,0.5
162.213.196.78,0.5
199.188.200.75,0.5
13.32.118.38,0.5
13.32.118.223,0.5
13.32.118.12,0.5
13.32.118.27,0.5
136.0.111.125,0.5
162.241.123.49,0.5
37.32.98.129,0.5
216.137.39.103,0.5
216.137.39.33,0.5
216.137.39.34,0.5
216.137.39.98,0.5
84.32.84.33,0.5
172.67.194.166,0.5
104.21.44.38,0.5
209.145.51.44,0.5
5.189.148.71,0.5
172.67.213.243,0.5
104.21.23.218,0.5
117.25.139.6,0.5
65.99.252.10,0.5
43.243.118.129,0.5
40.99.34.242,0.5
40.99.60.226,0.5
40.99.34.210,0.5
202.120.35.204,0.5
192.29.67.219,0.5
115.236.121.25,0.5
114.114.114.114,0.5
198.119.164.111,0.5
23.195.108.187,0.5
120.27.217.63,0.5
166.62.10.139,0.5
153.92.215.34,0.5
174.136.37.108,0.5
52.219.47.77,0.5
52.219.169.231,0.5
52.219.75.185,0.5
52.219.169.103,0.5
52.219.170.159,0.5
52.219.170.147,0.5
52.219.169.251,0.5
34.117.223.223,0.5
72.167.85.170,0.5
104.21.45.31,0.5
172.67.208.56,0.5
175.99.135.161,0.5
104.22.52.71,0.5
172.67.29.26,0.5
104.22.53.71,0.5
156.67.73.73,0.5
176.28.14.172,0.5
3.163.128.104,0.5
3.163.128.171,0.5
3.163.128.42,0.5
3.163.128.136,0.5
210.77.177.3,0.5
103.97.3.19,0.5
195.88.80.7,0.5
104.243.46.26,0.5
42.201.68.121,0.5
111.161.65.49,0.5
67.205.187.107,0.5
67.207.84.65,0.5
67.205.189.237,0.5
124.251.58.202,0.5
87.76.27.17,0.5
80.96.7.164,0.5
162.241.203.245,0.5
65.181.111.168,0.5
47.97.158.45,0.5
36.142.2.54,0.5
52.95.143.77,0.5
52.95.142.37,0.5
52.95.148.193,0.5
52.95.148.80,0.5
52.95.191.37,0.5
52.95.143.29,0.5
52.95.142.1,0.5
52.95.150.144,0.5
173.236.140.121,0.5
119.39.205.76,0.5
112.84.222.68,0.5
192.252.132.219,0.5
35.156.139.134,0.5
35.156.139.245,0.5
91.194.110.3,0.5
104.18.1.16,0.5
104.18.0.16,0.5
47.113.75.134,0.5
218.16.123.234,0.5
108.179.193.99,0.5
34.251.5.225,0.5
52.214.72.228,0.5
103.255.237.239,0.5
17.248.165.4,0.5
59.151.60.56,0.5
117.122.209.139,0.5
123.59.180.212,0.5
23.33.92.67,0.5
23.33.92.53,0.5
192.185.114.25,0.5
217.160.0.250,0.5
86.105.14.18,0.5
198.100.46.219,0.5
104.26.6.223,0.5
172.67.71.63,0.5
104.26.7.223,0.5
65.108.198.252,0.5
13.226.228.10,0.5
13.226.228.32,0.5
13.226.228.23,0.5
13.226.228.60,0.5
3.5.144.187,0.5
52.219.60.111,0.5
52.219.56.51,0.5
3.5.143.149,0.5
52.219.146.90,0.5
52.219.148.86,0.5
52.219.202.74,0.5
3.5.145.124,0.5
146.75.93.55,0.5
66.235.200.171,0.5
52.177.241.160,0.5
188.75.128.101,0.5
218.196.40.80,0.5
209.58.153.193,0.5
202.172.26.46,0.5
54.192.18.39,0.5
54.192.18.120,0.5
54.192.18.6,0.5
54.192.18.58,0.5
45.129.66.3,0.5
47.101.83.171,0.5
44.238.132.71,0.5
54.68.184.133,0.5
34.217.156.146,0.5
84.32.84.32,0.5
58.254.137.131,0.5
211.68.9.205,0.5
216.246.47.22,0.5
13.110.65.224,0.5
13.110.68.224,0.5
13.110.40.224,0.5
202.95.8.172,0.5
18.67.153.79,0.5
18.67.153.17,0.5
18.67.153.28,0.5
18.67.153.205,0.5
41.185.8.217,0.5
108.160.162.102,0.5
89.117.188.241,0.5
52.200.83.238,0.5
8.135.128.14,0.5
178.162.218.69,0.5
108.160.163.102,0.5
51.77.72.43,0.5
20.209.8.43,0.5
172.247.47.110,0.5
192.185.76.179,0.5
223.119.217.164,0.5
13.111.152.229,0.5
103.16.116.66,0.5
108.167.169.121,0.5
102.130.123.81,0.5
23.235.204.142,0.5
120.86.191.148,0.5
180.97.162.25,0.5
180.97.162.33,0.5
114.55.209.149,0.5
13.226.148.49,0.5
13.226.148.113,0.5
13.226.148.153,0.5
13.226.148.221,0.5
222.200.191.33,0.5
52.211.153.138,0.5
34.251.187.95,0.5
34.243.82.39,0.5
47.98.36.230,0.5
5.181.216.230,0.5
121.194.8.74,0.5
107.180.58.47,0.5
124.128.19.244,0.5
198.23.61.42,0.5
103.138.189.138,0.5
173.254.24.55,0.5
160.119.248.8,0.5
104.21.83.84,0.5
172.67.218.60,0.5
72.167.59.125,0.5
108.160.166.142,0.5
103.9.100.83,0.5
103.107.90.189,0.5
144.202.25.106,0.5
43.141.49.113,0.5
43.141.49.173,0.5
104.152.110.42,0.5
34.120.195.249,0.5
69.61.26.76,0.5
89.42.218.226,0.5
211.72.207.198,0.5
120.77.127.4,0.5
153.92.7.180,0.5
66.29.146.201,0.5
128.104.111.211,0.5
202.117.18.248,0.5
13.213.46.141,0.5
68.66.248.35,0.5
122.225.105.23,0.5
40.101.144.98,0.5
40.99.57.66,0.5
103.86.176.251,0.5
102.218.215.9,0.5
179.61.189.209,0.5
103.133.93.87,0.5
108.160.169.55,0.5
58.205.220.61,0.5
58.205.220.62,0.5
119.84.93.131,0.5
162.241.2.207,0.5
185.50.70.18,0.5
175.24.253.141,0.5
49.234.245.22,0.5
42.186.241.52,0.5
103.247.11.238,0.5
46.30.215.54,0.5
183.47.99.196,0.5
183.47.99.153,0.5
183.2.140.209,0.5
183.2.144.188,0.5
184.154.24.162,0.5
198.187.31.39,0.5
198.54.116.234,0.5
212.3.13.59,0.5
14.152.79.165,0.5
91.216.90.85,0.5
14.128.139.238,0.5
14.128.139.237,0.5
14.128.139.236,0.5
14.128.139.239,0.5
14.215.182.36,0.5
104.22.36.120,0.5
172.67.28.201,0.5
104.22.37.120,0.5
167.86.118.100,0.5
116.211.202.140,0.5
116.211.198.128,0.5
116.211.202.162,0.5
173.236.195.219,0.5
13.226.120.43,0.5
13.226.120.104,0.5
13.226.120.64,0.5
13.226.120.45,0.5
146.75.94.208,0.5
154.83.15.20,0.5
202.112.154.27,0.5
116.253.28.210,0.5
116.253.28.209,0.5
180.163.71.3,0.5
54.192.16.49,0.5
54.192.16.196,0.5
54.192.16.187,0.5
107.180.54.186,0.5
52.98.51.162,0.5
40.100.50.114,0.5
91.212.166.66,0.5
54.192.18.80,0.5
54.192.18.11,0.5
192.185.129.4,0.5
212.100.250.8,0.5
104.21.90.106,0.5
172.67.199.220,0.5
192.124.249.18,0.5
103.75.155.241,0.5
23.185.0.4,0.5
223.119.50.245,0.5
223.119.50.231,0.5
59.188.250.54,0.5
199.59.148.201,0.5
18.220.193.195,0.5
83.138.82.177,0.5
205.251.194.123,0.5
68.66.225.137,0.5
50.6.138.124,0.5
204.11.58.150,0.5
104.22.24.131,0.5
104.22.25.131,0.5
172.67.38.66,0.5
52.96.181.82,0.5
52.96.64.162,0.5
40.99.226.130,0.5
40.97.200.178,0.5
52.96.12.178,0.5
52.96.54.226,0.5
52.96.119.178,0.5
172.67.73.30,0.5
104.26.11.76,0.5
104.26.10.76,0.5
217.160.0.44,0.5
195.35.44.22,0.5
144.126.157.127,0.5
13.224.167.26,0.5
68.178.222.80,0.5
146.190.62.30,0.5
199.59.148.15,0.5
115.236.14.209,0.5
199.85.209.169,0.5
13.226.120.105,0.5
13.226.120.96,0.5
13.226.120.129,0.5
99.83.152.162,0.5
111.67.5.164,0.5
159.138.20.20,0.5
20.210.64.0,0.5
187.45.181.109,0.5
72.167.254.234,0.5
72.167.56.50,0.5
210.76.57.251,0.5
174.136.37.109,0.5
39.98.1.115,0.5
223.119.235.132,0.5
65.181.111.161,0.5
52.209.182.183,0.5
54.194.139.253,0.5
172.67.143.99,0.5
104.21.87.135,0.5
119.18.54.44,0.5
104.16.241.62,0.5
104.16.238.62,0.5
104.16.239.62,0.5
104.16.240.62,0.5
104.16.242.62,0.5
50.63.134.115,0.5
192.185.106.107,0.5
149.56.0.253,0.5
145.14.145.16,0.5
124.217.241.92,0.5
172.67.148.30,0.5
104.21.55.127,0.5
13.211.196.239,0.5
13.55.73.175,0.5
52.65.196.58,0.5
103.102.202.74,0.5
103.102.202.42,0.5
103.102.202.151,0.5
103.102.202.80,0.5
103.86.176.8,0.5
185.193.27.54,0.5
208.109.226.64,0.5
108.179.252.162,0.5
3.226.166.212,0.5
107.20.71.201,0.5
3.222.82.214,0.5
202.197.99.16,0.5
45.223.22.138,0.5
128.178.222.83,0.5
198.187.31.49,0.5
172.67.169.208,0.5
104.21.27.232,0.5
185.2.4.10,0.5
68.178.247.221,0.5
202.118.254.136,0.5
106.75.21.125,0.5
104.90.7.18,0.5
104.90.7.35,0.5
223.25.237.173,0.5
120.232.169.28,0.5
40.99.43.130,0.5
40.99.77.146,0.5
52.98.49.66,0.5
40.99.33.226,0.5
40.99.77.66,0.5
40.99.77.114,0.5
40.99.14.178,0.5
108.167.141.190,0.5
202.116.73.186,0.5
52.114.36.227,0.5
101.0.114.66,0.5
104.244.43.228,0.5
104.21.63.101,0.5
172.67.170.139,0.5
52.83.74.124,0.5
52.83.76.112,0.5
186.64.114.240,0.5
119.28.61.168,0.5
125.94.240.73,0.5
198.54.114.233,0.5
192.185.213.186,0.5
194.163.42.136,0.5
203.161.184.57,0.5
85.17.187.35,0.5
104.21.63.103,0.5
172.67.170.141,0.5
139.162.152.24,0.5
211.97.73.22,0.5
114.132.188.250,0.5
173.36.127.17,0.5
139.99.8.7,0.5
52.96.226.130,0.5
52.96.157.130,0.5
52.96.79.130,0.5
52.96.66.162,0.5
52.96.163.34,0.5
52.96.164.162,0.5
150.70.186.27,0.5
112.86.240.83,0.5
157.240.211.13,0.5
93.174.123.192,0.5
88.198.103.172,0.5
207.45.187.7,0.5
35.227.242.56,0.5
109.244.194.55,0.5
106.53.101.112,0.5
31.13.90.19,0.5
117.78.24.40,0.5
117.78.24.32,0.5
104.21.40.20,0.5
172.67.174.146,0.5
91.194.110.8,0.5
221.122.132.134,0.5
197.221.2.16,0.5
149.28.140.74,0.5
31.170.163.157,0.5
173.231.207.57,0.5
108.167.136.40,0.5
163.44.198.51,0.5
103.219.34.26,0.5
204.197.253.214,0.5
40.101.137.34,0.5
52.98.151.226,0.5
40.99.214.50,0.5
52.98.227.226,0.5
40.101.137.2,0.5
52.97.201.18,0.5
216.172.172.207,0.5
95.217.113.101,0.5
128.242.250.148,0.5
202.116.64.131,0.5
184.94.213.93,0.5
216.172.172.49,0.5
52.97.47.162,0.5
52.97.3.226,0.5
52.97.33.242,0.5
52.97.47.210,0.5
52.97.33.226,0.5
198.103.198.139,0.5
104.21.71.238,0.5
172.67.172.95,0.5
185.111.89.131,0.5
108.179.232.68,0.5
107.180.28.116,0.5
192.254.189.157,0.5
140.254.56.234,0.5
45.223.169.40,0.5
202.108.0.146,0.5
49.7.36.192,0.5
106.63.15.74,0.5
106.14.236.64,0.5
17.57.145.149,0.5
17.57.145.152,0.5
17.57.145.151,0.5
17.57.145.148,0.5
17.57.145.150,0.5
52.96.58.98,0.5
52.96.44.162,0.5
52.96.40.242,0.5
52.96.9.178,0.5
52.96.38.82,0.5
52.96.111.98,0.5
52.96.179.114,0.5
40.99.236.130,0.5
40.99.236.98,0.5
52.96.230.34,0.5
183.60.156.140,0.5
20.143.38.2,0.5
118.89.55.134,0.5
109.244.197.163,0.5
109.244.197.225,0.5
67.23.238.41,0.5
104.26.11.126,0.5
104.26.10.126,0.5
172.67.68.242,0.5
66.97.37.52,0.5
5.230.92.189,0.5
67.222.18.18,0.5
119.188.208.2,0.5
104.21.62.134,0.5
172.67.136.45,0.5
35.71.119.192,0.5
152.199.40.54,0.5
122.201.127.153,0.5
134.224.209.147,0.5
101.95.48.170,0.5
128.30.200.19,0.5
47.113.75.151,0.5
47.93.194.183,0.5
39.106.173.98,0.5
94.199.206.96,0.5
137.184.19.130,0.5
54.192.18.35,0.5
54.192.18.12,0.5
213.239.217.74,0.5
132.248.10.149,0.5
45.32.110.36,0.5
122.201.127.227,0.5
20.189.140.38,0.5
198.252.102.209,0.5
92.249.45.100,0.5
198.187.29.252,0.5
103.147.154.45,0.5
139.162.207.229,0.5
103.227.176.26,0.5
150.171.21.208,0.5
64.20.41.122,0.5
175.27.35.63,0.5
43.141.59.185,0.5
222.192.186.94,0.5
203.77.191.14,0.5
203.77.190.60,0.5
139.224.18.91,0.5
172.67.138.145,0.5
104.21.40.201,0.5
52.96.164.82,0.5
52.96.113.130,0.5
52.96.121.34,0.5
52.96.91.50,0.5
198.54.115.198,0.5
52.98.200.130,0.5
52.98.159.18,0.5
109.244.228.144,0.5
109.244.228.47,0.5
3.163.125.64,0.5
3.163.125.37,0.5
3.163.125.2,0.5
3.163.125.81,0.5
31.13.86.52,0.5
104.255.106.60,0.5
187.17.111.35,0.5
198.12.221.104,0.5
116.253.60.48,0.5
104.21.3.94,0.5
172.67.153.68,0.5
180.101.190.124,0.5
88.99.162.137,0.5
50.87.145.254,0.5
172.64.145.186,0.5
104.18.42.70,0.5
103.55.39.178,0.5
40.90.133.100,0.5
113.137.57.1,0.5
64.34.156.153,0.5
94.229.45.2,0.5
120.232.233.133,0.5
212.12.151.74,0.5
65.109.37.144,0.5
45.113.122.174,0.5
13.224.9.3,0.5
13.224.9.55,0.5
13.224.9.14,0.5
13.224.9.208,0.5
117.58.240.162,0.5
171.221.172.137,0.5
52.217.115.169,0.5
16.182.106.145,0.5
54.231.194.225,0.5
52.216.144.75,0.5
3.5.25.16,0.5
3.5.28.184,0.5
16.182.107.217,0.5
52.217.122.161,0.5
104.21.45.142,0.5
172.67.215.49,0.5
104.21.67.49,0.5
172.67.213.208,0.5
108.179.232.17,0.5
128.40.69.204,0.5
131.153.203.163,0.5
67.43.226.3,0.5
104.21.21.180,0.5
172.67.199.174,0.5
45.136.21.134,0.5
104.21.69.158,0.5
172.67.209.167,0.5
91.234.195.40,0.5
191.101.228.231,0.5
38.124.220.167,0.5
41.185.8.228,0.5
103.18.109.171,0.5
52.219.199.58,0.5
52.219.8.55,0.5
52.219.137.2,0.5
52.219.150.166,0.5
3.5.157.119,0.5
3.5.159.158,0.5
52.219.9.38,0.5
52.219.8.94,0.5
162.241.61.248,0.5
223.119.213.217,0.5
18.178.225.48,0.5
39.102.38.2,0.5
39.102.47.69,0.5
39.102.46.14,0.5
39.102.51.193,0.5
39.102.53.240,0.5
39.102.52.213,0.5
39.102.36.159,0.5
39.102.43.152,0.5
39.102.49.199,0.5
39.102.46.145,0.5
39.102.47.80,0.5
39.102.40.202,0.5
39.102.39.228,0.5
39.102.50.149,0.5
39.102.43.209,0.5
39.102.36.238,0.5
39.102.46.141,0.5
39.102.48.6,0.5
39.102.39.7,0.5
39.102.54.46,0.5
202.61.141.209,0.5
216.83.52.220,0.5
118.107.10.119,0.5
118.107.10.138,0.5
172.247.242.179,0.5
202.61.141.203,0.5
23.224.179.148,0.5
199.59.148.8,0.5
45.239.108.200,0.5
199.59.148.246,0.5
91.215.85.209,0.5
198.50.122.248,0.5
172.64.155.141,0.5
104.18.32.115,0.5
104.21.21.254,0.5
172.67.201.168,0.5
89.238.66.41,0.5
199.59.148.206,0.5
52.98.229.130,0.5
52.98.240.50,0.5
52.98.239.130,0.5
13.249.178.218,0.5
13.249.178.90,0.5
13.249.178.50,0.5
13.249.178.152,0.5
210.32.4.48,0.5
3.214.233.46,0.5
54.235.128.66,0.5
62.129.236.84,0.5
195.3.220.30,0.5
8.131.208.235,0.5
162.0.215.51,0.5
104.238.69.152,0.5
185.111.89.207,0.5
106.75.218.188,0.5
45.79.122.222,0.5
103.174.10.14,0.5
40.99.215.82,0.5
113.57.220.180,0.5
101.100.205.58,0.5
69.30.25.21,0.5
13.226.120.87,0.5
13.226.120.107,0.5
13.226.120.121,0.5
140.249.34.56,0.5
110.4.45.55,0.5
104.21.87.58,0.5
172.67.141.249,0.5
162.241.27.28,0.5
118.212.233.215,0.5
118.212.233.151,0.5
140.143.215.224,0.5
43.141.49.42,0.5
43.141.49.97,0.5
175.27.37.71,0.5
175.27.37.2,0.5
13.224.167.34,0.5
92.63.103.175,0.5
35.165.117.112,0.5
37.48.121.26,0.5
172.67.197.234,0.5
104.21.34.45,0.5
172.104.159.251,0.5
144.76.43.185,0.5
185.140.32.107,0.5
107.161.176.178,0.5
137.73.130.135,0.5
13.225.96.217,0.5
13.248.243.5,0.5
76.223.105.230,0.5
107.180.2.79,0.5
185.237.145.155,0.5
170.10.161.27,0.5
192.185.4.63,0.5
217.11.48.208,0.5
109.234.162.216,0.5
104.16.149.244,0.5
104.16.148.244,0.5
52.219.132.131,0.5
52.219.128.255,0.5
52.219.36.47,0.5
52.219.184.14,0.5
52.219.36.91,0.5
52.219.125.39,0.5
52.219.36.163,0.5
108.179.192.43,0.5
103.203.216.33,0.5
103.28.36.218,0.5
52.85.205.187,0.5
52.85.205.186,0.5
52.85.205.147,0.5
52.85.205.175,0.5
46.4.205.200,0.5
219.229.80.70,0.5
13.105.28.18,0.5
119.39.205.24,0.5
112.84.222.44,0.5
192.124.249.28,0.5
184.171.250.66,0.5
72.167.66.67,0.5
192.254.233.176,0.5
103.130.217.240,0.5
206.87.224.37,0.5
31.13.67.41,0.5
169.239.218.30,0.5
41.185.8.152,0.5
104.21.59.112,0.5
172.67.175.158,0.5
68.178.145.107,0.5
172.67.187.170,0.5
104.21.84.65,0.5
103.8.25.82,0.5
162.214.80.24,0.5
103.58.102.38,0.5
172.217.163.51,0.5
156.67.213.89,0.5
148.72.24.98,0.5
13.81.84.41,0.5
104.21.23.29,0.5
172.67.208.118,0.5
190.8.176.31,0.5
101.200.213.15,0.5
101.200.130.234,0.5
111.29.20.90,0.5
192.169.69.26,0.5
172.247.27.147,0.5
162.144.89.210,0.5
169.255.57.48,0.5
52.239.222.100,0.5
3.140.101.233,0.5
3.133.14.194,0.5
3.132.240.51,0.5
34.120.177.193,0.5
192.250.227.13,0.5
93.174.123.215,0.5
135.181.142.217,0.5
110.75.129.2,0.5
110.76.30.76,0.5
185.102.77.33,0.5
132.148.164.84,0.5
142.44.142.153,0.5
140.142.234.152,0.5
4.224.62.153,0.5
185.146.22.242,0.5
188.213.22.129,0.5
103.102.1.13,0.5
173.249.6.16,0.5
59.82.9.180,0.5
59.82.44.41,0.5
59.82.8.66,0.5
59.82.13.252,0.5
93.113.55.206,0.5
162.14.132.230,0.5
60.188.100.89,0.5
204.44.192.21,0.5
103.102.0.169,0.5
128.220.195.58,0.5
103.75.185.38,0.5
210.44.151.56,0.5
13.224.98.4,0.5
13.224.98.63,0.5
13.224.98.150,0.5
13.224.98.163,0.5
104.21.59.169,0.5
172.67.181.91,0.5
103.152.248.194,0.5
13.224.167.124,0.5
13.224.167.97,0.5
13.224.167.70,0.5
13.224.167.75,0.5
104.21.79.68,0.5
172.67.169.60,0.5
109.95.212.8,0.5
104.21.33.167,0.5
172.67.165.8,0.5
12.175.6.38,0.5
74.124.203.123,0.5
97.74.83.136,0.5
198.54.120.180,0.5
20.50.1.1,0.5
106.14.228.10,0.5
91.185.187.181,0.5
103.147.154.131,0.5
111.13.28.112,0.5
66.220.149.18,0.5
66.220.149.32,0.5
40.99.169.162,0.5
40.97.212.2,0.5
52.96.22.2,0.5
52.96.121.162,0.5
52.96.122.226,0.5
209.204.225.145,0.5
149.255.58.38,0.5
172.67.135.128,0.5
104.21.6.245,0.5
65.99.225.160,0.5
88.198.51.221,0.5
45.87.28.58,0.5
223.119.248.24,0.5
223.119.248.19,0.5
192.185.147.102,0.5
143.198.249.236,0.5
121.51.130.146,0.5
43.141.49.230,0.5
43.141.49.234,0.5
43.141.49.183,0.5
43.141.49.103,0.5
43.141.49.196,0.5
43.141.49.62,0.5
43.141.49.231,0.5
69.171.247.32,0.5
18.164.174.118,0.5
18.164.174.49,0.5
18.164.174.81,0.5
18.164.174.113,0.5
172.66.42.239,0.5
172.66.41.17,0.5
173.194.4.170,0.5
66.29.153.243,0.5
149.255.58.65,0.5
75.126.33.156,0.5
104.16.251.55,0.5
191.101.228.175,0.5
186.64.114.110,0.5
66.29.137.46,0.5
175.27.37.190,0.5
175.27.37.72,0.5
185.94.98.195,0.5
142.93.241.56,0.5
163.44.185.207,0.5
103.57.222.17,0.5
70.32.23.113,0.5
202.138.242.1,0.5
50.116.86.19,0.5
198.38.86.93,0.5
104.21.41.180,0.5
172.67.149.23,0.5
188.185.79.172,0.5
188.184.103.159,0.5
188.184.98.238,0.5
104.21.23.88,0.5
172.67.209.222,0.5
20.78.118.165,0.5
50.116.87.139,0.5
108.179.192.59,0.5
108.167.188.244,0.5
172.67.152.75,0.5
104.21.32.135,0.5
170.72.100.45,0.5
108.167.188.218,0.5
162.241.2.132,0.5
31.14.70.246,0.5
186.64.114.25,0.5
111.46.49.118,0.5
103.9.76.110,0.5
45.133.44.4,0.5
45.133.44.3,0.5
72.167.65.249,0.5
81.19.145.156,0.5
123.129.198.243,0.5
61.164.153.48,0.5
122.228.10.42,0.5
103.58.102.52,0.5
43.141.70.232,0.5
43.141.70.219,0.5
185.62.73.79,0.5
162.222.226.38,0.5
112.213.89.145,0.5
121.199.204.200,0.5
183.84.6.70,0.5
124.251.58.49,0.5
203.170.87.177,0.5
223.119.248.88,0.5
223.119.248.33,0.5
13.224.106.94,0.5
13.224.106.57,0.5
13.224.106.59,0.5
13.224.106.225,0.5
172.67.167.215,0.5
104.21.34.30,0.5
40.99.31.178,0.5
52.98.57.162,0.5
40.99.111.34,0.5
40.99.9.178,0.5
223.252.234.102,0.5
151.106.17.133,0.5
50.87.151.104,0.5
137.226.35.171,0.5
172.105.41.172,0.5
162.214.191.42,0.5
40.99.58.146,0.5
40.101.144.2,0.5
51.255.149.48,0.5
69.90.163.190,0.5
107.180.26.71,0.5
162.241.2.187,0.5
121.36.104.232,0.5
210.241.69.226,0.5
119.84.93.132,0.5
13.226.220.229,0.5
13.226.220.161,0.5
13.226.220.81,0.5
13.226.220.171,0.5
51.79.19.13,0.5
50.116.86.23,0.5
14.215.182.128,0.5
13.226.120.59,0.5
13.226.120.42,0.5
13.226.120.88,0.5
160.153.0.164,0.5
139.99.233.31,0.5
203.208.43.223,0.5
134.209.23.229,0.5
128.103.64.74,0.5
120.195.166.58,0.5
172.67.188.71,0.5
104.21.40.197,0.5
20.135.17.53,0.5
121.36.101.177,0.5
52.96.69.66,0.5
52.96.165.66,0.5
52.96.110.98,0.5
52.96.188.130,0.5
50.87.147.113,0.5
222.192.186.121,0.5
222.192.186.99,0.5
